No,Line,Latitude,Longitude,Name,Description,Symbol
004545,004545,,,=== Point of Interest ===,,Dot
004546,004546,,,=== Intersection ===,,Dot
004547,004547,,,=== Intersection ===,,Dot
004548,004548,,,=== Intersection ===,,Dot
004549,004549,,,=== Intersection ===,,Dot
004552,004552,,,=== Point of Interest ===,,Dot
004553,004553,,,=== Point of Interest ===,,Dot
004554,004554,,,=== Point of Interest ===,,Dot
004555,004555,,,=== Point of Interest ===,,Dot
004556,004556,41.866848,-90.179286,Cross Joyces Slough,Cross Joyces Slough,Dot
004557,004557,,,=== Intersection ===,,Dot
004558,004558,,,=== Intersection ===,,Dot
004559,004559,,,=== Intersection ===,,Dot
004560,004560,,,=== Intersection ===,,Dot
004564,004564,,,=== Point of Interest ===,,Dot
004565,004565,,,=== Point of Interest ===,,Dot
004566,004566,,,=== Point of Interest ===,,Dot
004567,004567,,,=== City ===,,Dot
004568,004568,,,=== Intersection ===,,Dot
004569,004569,,,=== City ===,,Dot
004570,004570,,,=== City ===,,Dot
004573,004573,,,=== Point of Interest ===,,Dot
004574,004574,,,=== Point of Interest ===,,Dot
004575,004575,,,=== Point of Interest ===,,Dot
004576,004576,,,=== Point of Interest ===,,Dot
004577,004577,41.852633,-90.183053,Cross Joyces Slough,Cross Joyces Slough,Dot
004578,004578,,,=== City ===,,Dot
004579,004579,,,=== Intersection ===,,Dot
004580,004580,,,=== City ===,,Dot
004581,004581,,,=== City ===,,Dot
004584,004584,,,=== Point of Interest ===,,Dot
004585,004585,,,=== Point of Interest ===,,Dot
004586,004586,,,=== Point of Interest ===,,Dot
004587,004587,,,=== Intersection ===,,Dot
004588,004588,,,=== Intersection ===,,Dot
004589,004589,,,=== Intersection ===,,Dot
004590,004590,,,=== Intersection ===,,Dot
004594,004594,,,=== Point of Interest ===,,Dot
004595,004595,,,=== Point of Interest ===,,Dot
004596,004596,,,=== Point of Interest ===,,Dot
004597,004597,,,=== City ===,,Dot
004598,004598,,,=== City ===,,Dot
004599,004599,,,=== City ===,,Dot
004600,004600,,,=== City ===,,Dot
004602,004602,,,=== Point of Interest ===,,Dot
004603,004603,,,=== Point of Interest ===,,Dot
004604,004604,,,=== Point of Interest ===,,Dot
004605,004605,,,=== Intersection ===,,Dot
004606,004606,,,=== Intersection ===,,Dot
004607,004607,,,=== Intersection ===,,Dot
004608,004608,,,=== Intersection ===,,Dot
004614,004614,,,=== Point of Interest ===,,Dot
004615,004615,,,=== Point of Interest ===,,Dot
004616,004616,,,=== Point of Interest ===,,Dot
004617,004617,,,=== City ===,,Dot
004618,004618,,,=== City ===,,Dot
004619,004619,,,=== City ===,,Dot
004621,004621,,,=== Point of Interest ===,,Dot
004622,004622,,,=== Point of Interest ===,,Dot
004623,004623,,,=== Intersection ===,,Dot
004624,004624,,,=== Intersection ===,,Dot
004625,004625,,,=== Intersection ===,,Dot
004626,004626,,,=== Intersection ===,,Dot
004628,004628,,,=== Point of Interest ===,,Dot
004629,004629,,,=== Point of Interest ===,,Dot
004630,004630,,,=== Point of Interest ===,,Dot
004631,004631,,,=== City ===,,Dot
004632,004632,,,=== Intersection ===,,Dot
004633,004633,,,=== City ===,,Dot
004634,004634,,,=== City ===,,Dot
004636,004636,,,=== Point of Interest ===,,Dot
004637,004637,,,=== Point of Interest ===,,Dot
004638,004638,,,=== Point of Interest ===,,Dot
004639,004639,,,=== Point of Interest ===,,Dot
004640,004640,41.796369,-90.197734,Cross Spring Creek,Cross Spring Creek,Dot
004641,004641,,,=== Intersection ===,,Dot
004642,004642,,,=== Intersection ===,,Dot
004643,004643,,,=== Intersection ===,,Dot
004644,004644,,,=== Intersection ===,,Dot
004648,004648,,,=== Point of Interest ===,,Dot
004649,004649,,,=== Point of Interest ===,,Dot
004650,004650,,,=== Point of Interest ===,,Dot
004651,004651,,,=== City ===,,Dot
004652,004652,,,=== City ===,,Dot
004653,004653,,,=== City ===,,Dot
004654,004654,,,=== City ===,,Dot
004656,004656,,,=== Point of Interest ===,,Dot
004657,004657,,,=== Point of Interest ===,,Dot
004658,004658,,,=== Point of Interest ===,,Dot
004659,004659,,,=== Intersection ===,,Dot
004660,004660,,,=== Intersection ===,,Dot
004661,004661,,,=== Intersection ===,,Dot
004662,004662,,,=== Intersection ===,,Dot
004667,004667,,,=== Point of Interest ===,,Dot
004668,004668,,,=== Point of Interest ===,,Dot
004669,004669,,,=== Point of Interest ===,,Dot
004670,004670,,,=== City ===,,Dot
004671,004671,,,=== Intersection ===,,Dot
004672,004672,,,=== City ===,,Dot
004673,004673,,,=== City ===,,Dot
004677,004677,,,=== Point of Interest ===,,Dot
004678,004678,,,=== Point of Interest ===,,Dot
004679,004679,,,=== Point of Interest ===,,Dot
004680,004680,,,=== City ===,,Dot
004681,004681,,,=== City ===,,Dot
004683,004683,,,=== Point of Interest ===,,Dot
004684,004684,,,=== Point of Interest ===,,Dot
004685,004685,,,=== Intersection ===,,Dot
004686,004686,,,=== Intersection ===,,Dot
004687,004687,,,=== Intersection ===,,Dot
004688,004688,,,=== Intersection ===,,Dot
004690,004690,,,=== Point of Interest ===,,Dot
004691,004691,,,=== Point of Interest ===,,Dot
004692,004692,,,=== Point of Interest ===,,Dot
004693,004693,,,=== City ===,,Dot
004694,004694,,,=== Intersection ===,,Dot
004695,004695,,,=== City ===,,Dot
004696,004696,,,=== City ===,,Dot
004698,004698,,,=== Point of Interest ===,,Dot
004699,004699,,,=== Point of Interest ===,,Dot
004700,004700,,,=== Point of Interest ===,,Dot
004701,004701,,,=== Intersection ===,,Dot
004702,004702,,,=== Intersection ===,,Dot
004703,004703,,,=== Intersection ===,,Dot
004704,004704,,,=== Intersection ===,,Dot
004710,004710,,,=== Point of Interest ===,,Dot
004711,004711,,,=== Point of Interest ===,,Dot
004712,004712,,,=== Point of Interest ===,,Dot
004713,004713,,,=== City ===,,Dot
004714,004714,,,=== City ===,,Dot
004715,004715,,,=== City ===,,Dot
004716,004716,,,=== City ===,,Dot
004718,004718,,,=== Point of Interest ===,,Dot
004719,004719,,,=== Point of Interest ===,,Dot
004720,004720,,,=== Intersection ===,,Dot
004721,004721,,,=== City ===,,Dot
004722,004722,,,=== City ===,,Dot
004725,004725,,,=== Point of Interest ===,,Dot
004726,004726,,,=== Point of Interest ===,,Dot
004727,004727,,,=== City ===,,Dot
004728,004728,,,=== City ===,,Dot
004729,004729,,,=== City ===,,Dot
004731,004731,,,=== Point of Interest ===,,Dot
004732,004732,,,=== Point of Interest ===,,Dot
004733,004733,,,=== Point of Interest ===,,Dot
004734,004734,,,=== Intersection ===,,Dot
004735,004735,,,=== Intersection ===,,Dot
004736,004736,,,=== Intersection ===,,Dot
004737,004737,,,=== Intersection ===,,Dot
004740,004740,,,=== Point of Interest ===,,Dot
004741,004741,,,=== Point of Interest ===,,Dot
004742,004742,,,=== Point of Interest ===,,Dot
004743,004743,,,=== City ===,,Dot
004744,004744,,,=== Intersection ===,,Dot
004745,004745,,,=== City ===,,Dot
004746,004746,,,=== City ===,,Dot
004748,004748,,,=== Point of Interest ===,,Dot
004749,004749,,,=== Point of Interest ===,,Dot
004750,004750,,,=== Point of Interest ===,,Dot
004751,004751,,,=== Intersection ===,,Dot
004752,004752,,,=== Intersection ===,,Dot
004753,004753,,,=== Intersection ===,,Dot
004754,004754,,,=== Intersection ===,,Dot
004756,004756,,,=== Point of Interest ===,,Dot
004757,004757,,,=== Point of Interest ===,,Dot
004758,004758,,,=== Point of Interest ===,,Dot
004759,004759,,,=== City ===,,Dot
004760,004760,,,=== City ===,,Dot
004761,004761,,,=== City ===,,Dot
004762,004762,,,=== City ===,,Dot
004764,004764,,,=== Point of Interest ===,,Dot
004765,004765,,,=== Point of Interest ===,,Dot
004766,004766,,,=== Point of Interest ===,,Dot
004767,004767,,,=== Intersection ===,,Dot
004768,004768,,,=== Intersection ===,,Dot
004769,004769,,,=== Intersection ===,,Dot
004770,004770,,,=== Intersection ===,,Dot
004772,004772,,,=== Point of Interest ===,,Dot
004773,004773,,,=== Point of Interest ===,,Dot
004774,004774,,,=== Point of Interest ===,,Dot
004775,004775,,,=== City ===,,Dot
004776,004776,,,=== Intersection ===,,Dot
004777,004777,,,=== City ===,,Dot
004778,004778,,,=== City ===,,Dot
004780,004780,,,=== Point of Interest ===,,Dot
004781,004781,,,=== Point of Interest ===,,Dot
004782,004782,,,=== Point of Interest ===,,Dot
004783,004783,,,=== Point of Interest ===,,Dot
004784,004784,41.576149,-90.362476,Cross Under Interstate Hwy 80,Cross Under Interstate Hwy 80,Dot
004785,004785,,,=== City ===,,Dot
004786,004786,,,=== Intersection ===,,Dot
004787,004787,,,=== City ===,,Dot
004788,004788,,,=== City ===,,Dot
004791,004791,,,=== Point of Interest ===,,Dot
004792,004792,,,=== Point of Interest ===,,Dot
004793,004793,,,=== Point of Interest ===,,Dot
004794,004794,,,=== Intersection ===,,Dot
004795,004795,,,=== Intersection ===,,Dot
004796,004796,,,=== Intersection ===,,Dot
004797,004797,,,=== Intersection ===,,Dot
004802,004802,,,=== Point of Interest ===,,Dot
004803,004803,,,=== Point of Interest ===,,Dot
004804,004804,,,=== Point of Interest ===,,Dot
004805,004805,,,=== City ===,,Dot
004806,004806,,,=== Intersection ===,,Dot
004807,004807,,,=== City ===,,Dot
004808,004808,,,=== City ===,,Dot
004810,004810,,,=== Point of Interest ===,,Dot
004811,004811,,,=== Point of Interest ===,,Dot
004812,004812,,,=== Point of Interest ===,,Dot
004813,004813,,,=== Intersection ===,,Dot
004814,004814,,,=== Intersection ===,,Dot
004815,004815,,,=== Intersection ===,,Dot
004816,004816,,,=== Intersection ===,,Dot
004818,004818,,,=== Point of Interest ===,,Dot
004819,004819,,,=== Point of Interest ===,,Dot
004820,004820,,,=== Point of Interest ===,,Dot
004821,004821,,,=== City ===,,Dot
004822,004822,,,=== Intersection ===,,Dot
004823,004823,,,=== City ===,,Dot
004824,004824,,,=== City ===,,Dot
004826,004826,,,=== Point of Interest ===,,Dot
004827,004827,,,=== Point of Interest ===,,Dot
004828,004828,,,=== Point of Interest ===,,Dot
004829,004829,,,=== Intersection ===,,Dot
004830,004830,,,=== Intersection ===,,Dot
004831,004831,,,=== Intersection ===,,Dot
004832,004832,,,=== Intersection ===,,Dot
004835,004835,,,=== Point of Interest ===,,Dot
004836,004836,,,=== Point of Interest ===,,Dot
004837,004837,,,=== Point of Interest ===,,Dot
004838,004838,,,=== City ===,,Dot
004839,004839,,,=== City ===,,Dot
004840,004840,,,=== City ===,,Dot
004841,004841,,,=== City ===,,Dot
004843,004843,,,=== Point of Interest ===,,Dot
004844,004844,,,=== Point of Interest ===,,Dot
004845,004845,,,=== Point of Interest ===,,Dot
004846,004846,,,=== Intersection ===,,Dot
004847,004847,,,=== Intersection ===,,Dot
004848,004848,,,=== Intersection ===,,Dot
004849,004849,,,=== Intersection ===,,Dot
004852,004852,,,=== Point of Interest ===,,Dot
004853,004853,,,=== Point of Interest ===,,Dot
004854,004854,,,=== Point of Interest ===,,Dot
004855,004855,,,=== City ===,,Dot
004856,004856,,,=== Intersection ===,,Dot
004857,004857,,,=== City ===,,Dot
004858,004858,,,=== City ===,,Dot
004861,004861,,,=== Point of Interest ===,,Dot
004862,004862,,,=== Point of Interest ===,,Dot
004863,004863,,,=== City ===,,Dot
004864,004864,,,=== City ===,,Dot
004865,004865,,,=== City ===,,Dot
004867,004867,,,=== Point of Interest ===,,Dot
004868,004868,,,=== Point of Interest ===,,Dot
004869,004869,,,=== Intersection ===,,Dot
004870,004870,,,=== City ===,,Dot
004871,004871,,,=== City ===,,Dot
004873,004873,,,=== Point of Interest ===,,Dot
004874,004874,,,=== Point of Interest ===,,Dot
004875,004875,,,=== Point of Interest ===,,Dot
004876,004876,,,=== Point of Interest ===,,Dot
004877,004877,41.511237,-90.509497,Cross Under Interstate Hwy 74,Cross Under Interstate Hwy 74,Dot
004878,004878,,,=== City ===,,Dot
004879,004879,,,=== Intersection ===,,Dot
004880,004880,,,=== City ===,,Dot
004881,004881,,,=== City ===,,Dot
004883,004883,,,=== Point of Interest ===,,Dot
004884,004884,,,=== Point of Interest ===,,Dot
004885,004885,,,=== Point of Interest ===,,Dot
004886,004886,,,=== Intersection ===,,Dot
004887,004887,,,=== Intersection ===,,Dot
004888,004888,,,=== Intersection ===,,Dot
004889,004889,,,=== Intersection ===,,Dot
004895,004895,,,=== Point of Interest ===,,Dot
004896,004896,,,=== Point of Interest ===,,Dot
004897,004897,,,=== Point of Interest ===,,Dot
004898,004898,,,=== Point of Interest ===,,Dot
004899,004899,41.510692,-90.518511,Rodman Avenue Bridge,Rodman Avenue Bridge,Dot
004900,004900,,,=== Intersection ===,,Dot
004901,004901,,,=== Intersection ===,,Dot
004902,004902,,,=== Intersection ===,,Dot
004903,004903,,,=== Intersection ===,,Dot
004907,004907,,,=== Point of Interest ===,,Dot
004908,004908,,,=== Point of Interest ===,,Dot
004909,004909,,,=== Point of Interest ===,,Dot
004910,004910,,,=== City ===,,Dot
004911,004911,,,=== Intersection ===,,Dot
004912,004912,,,=== City ===,,Dot
004913,004913,,,=== City ===,,Dot
004915,004915,,,=== Point of Interest ===,,Dot
004916,004916,,,=== Point of Interest ===,,Dot
004917,004917,,,=== Point of Interest ===,,Dot
004918,004918,,,=== Intersection ===,,Dot
004919,004919,,,=== Intersection ===,,Dot
004920,004920,,,=== Intersection ===,,Dot
004921,004921,,,=== Intersection ===,,Dot
004927,004927,,,=== Point of Interest ===,,Dot
004928,004928,,,=== Point of Interest ===,,Dot
004929,004929,,,=== Point of Interest ===,,Dot
004930,004930,,,=== Point of Interest ===,,Dot
004931,004931,41.517416,-90.565853,Lock and Dam No 15,Lock and Dam No 15,Dot
004932,004932,,,=== City ===,,Dot
004933,004933,,,=== Intersection ===,,Dot
004934,004934,,,=== City ===,,Dot
004935,004935,,,=== City ===,,Dot
004937,004937,,,=== Point of Interest ===,,Dot
004938,004938,,,=== Point of Interest ===,,Dot
004939,004939,,,=== Point of Interest ===,,Dot
004940,004940,,,=== Intersection ===,,Dot
004941,004941,,,=== Intersection ===,,Dot
004942,004942,,,=== Intersection ===,,Dot
004943,004943,,,=== Intersection ===,,Dot
004946,004946,,,=== Point of Interest ===,,Dot
004947,004947,,,=== Point of Interest ===,,Dot
004948,004948,,,=== Point of Interest ===,,Dot
004949,004949,,,=== City ===,,Dot
004950,004950,,,=== Intersection ===,,Dot
004951,004951,,,=== City ===,,Dot
004952,004952,,,=== City ===,,Dot
004954,004954,,,=== Point of Interest ===,,Dot
004955,004955,,,=== Point of Interest ===,,Dot
004956,004956,,,=== Point of Interest ===,,Dot
004957,004957,,,=== Intersection ===,,Dot
004958,004958,,,=== Intersection ===,,Dot
004959,004959,,,=== Intersection ===,,Dot
004960,004960,,,=== Intersection ===,,Dot
004963,004963,,,=== Point of Interest ===,,Dot
004964,004964,,,=== Point of Interest ===,,Dot
004965,004965,,,=== Point of Interest ===,,Dot
004966,004966,,,=== Point of Interest ===,,Dot
004967,004967,41.491295,-90.624175,Davenport Slough,Davenport Slough,Dot
004968,004968,,,=== Intersection ===,,Dot
004969,004969,,,=== Intersection ===,,Dot
004970,004970,,,=== Intersection ===,,Dot
004971,004971,,,=== Intersection ===,,Dot
004974,004974,,,=== Point of Interest ===,,Dot
004975,004975,,,=== Point of Interest ===,,Dot
004976,004976,,,=== Point of Interest ===,,Dot
004977,004977,,,=== City ===,,Dot
004978,004978,,,=== Intersection ===,,Dot
004979,004979,,,=== City ===,,Dot
004980,004980,,,=== City ===,,Dot
004982,004982,,,=== Point of Interest ===,,Dot
004983,004983,,,=== Point of Interest ===,,Dot
004984,004984,,,=== Point of Interest ===,,Dot
004985,004985,,,=== Point of Interest ===,,Dot
004986,004986,41.457585,-90.708448,Dodges Creek,Dodges Creek,Dot
004987,004987,,,=== City ===,,Dot
004988,004988,,,=== City ===,,Dot
004989,004989,,,=== City ===,,Dot
004990,004990,,,=== City ===,,Dot
004994,004994,,,=== Point of Interest ===,,Dot
004995,004995,,,=== Point of Interest ===,,Dot
004996,004996,,,=== Point of Interest ===,,Dot
004997,004997,,,=== Point of Interest ===,,Dot
004998,004998,41.455417,-90.862458,Pine Creek,Pine Creek,Dot
004999,004999,,,=== City ===,,Dot
005000,005000,,,=== City ===,,Dot
005001,005001,,,=== City ===,,Dot
005002,005002,,,=== City ===,,Dot
005004,005004,,,=== Point of Interest ===,,Dot
005005,005005,,,=== Point of Interest ===,,Dot
005006,005006,,,=== Intersection ===,,Dot
005007,005007,,,=== City ===,,Dot
005008,005008,,,=== City ===,,Dot
005010,005010,,,=== Point of Interest ===,,Dot
005011,005011,,,=== Point of Interest ===,,Dot
005012,005012,,,=== Point of Interest ===,,Dot
005013,005013,,,=== Intersection ===,,Dot
005014,005014,,,=== Intersection ===,,Dot
005015,005015,,,=== Intersection ===,,Dot
005016,005016,,,=== Intersection ===,,Dot
005019,005019,,,=== Point of Interest ===,,Dot
005020,005020,,,=== Point of Interest ===,,Dot
005021,005021,,,=== Point of Interest ===,,Dot
005022,005022,,,=== City ===,,Dot
005023,005023,,,=== City ===,,Dot
005024,005024,,,=== City ===,,Dot
005025,005025,,,=== City ===,,Dot
005027,005027,,,=== Point of Interest ===,,Dot
005028,005028,,,=== Point of Interest ===,,Dot
005029,005029,,,=== Intersection ===,,Dot
005030,005030,,,=== City ===,,Dot
005031,005031,,,=== City ===,,Dot
005034,005034,,,=== Point of Interest ===,,Dot
005035,005035,,,=== Point of Interest ===,,Dot
005036,005036,,,=== Point of Interest ===,,Dot
005037,005037,,,=== Point of Interest ===,,Dot
005038,005038,41.411053,-91.020195,Fourth Slough,Fourth Slough,Dot
005039,005039,,,=== Intersection ===,,Dot
005040,005040,,,=== Intersection ===,,Dot
005041,005041,,,=== Intersection ===,,Dot
005042,005042,,,=== Intersection ===,,Dot
005044,005044,,,=== Point of Interest ===,,Dot
005045,005045,,,=== Point of Interest ===,,Dot
005046,005046,,,=== Point of Interest ===,,Dot
005047,005047,,,=== Point of Interest ===,,Dot
005048,005048,41.362144,-91.015574,Copperas Creek,Copperas Creek,Dot
005049,005049,,,=== Intersection ===,,Dot
005050,005050,,,=== Intersection ===,,Dot
005051,005051,,,=== Intersection ===,,Dot
005052,005052,,,=== Intersection ===,,Dot
005054,005054,,,=== Point of Interest ===,,Dot
005055,005055,,,=== Point of Interest ===,,Dot
005056,005056,,,=== Point of Interest ===,,Dot
005057,005057,,,=== Point of Interest ===,,Dot
005058,005058,41.306794,-91.003985,Keating Creek,Keating Creek,Dot
005059,005059,,,=== Intersection ===,,Dot
005060,005060,,,=== Intersection ===,,Dot
005061,005061,,,=== Intersection ===,,Dot
005062,005062,,,=== Intersection ===,,Dot
005065,005065,,,=== Point of Interest ===,,Dot
005066,005066,,,=== Point of Interest ===,,Dot
005067,005067,,,=== Point of Interest ===,,Dot
005068,005068,,,=== Point of Interest ===,,Dot
005069,005069,41.264578,-91.001989,Eliza Creek,Eliza Creek,Dot
005070,005070,,,=== Intersection ===,,Dot
005071,005071,,,=== Intersection ===,,Dot
005072,005072,,,=== Intersection ===,,Dot
005073,005073,,,=== Intersection ===,,Dot
005079,005079,,,=== Point of Interest ===,,Dot
005080,005080,,,=== Point of Interest ===,,Dot
005081,005081,,,=== Point of Interest ===,,Dot
005082,005082,,,=== City ===,,Dot
005083,005083,,,=== City ===,,Dot
005084,005084,,,=== City ===,,Dot
005085,005085,,,=== City ===,,Dot
005087,005087,,,=== Point of Interest ===,,Dot
005088,005088,,,=== Point of Interest ===,,Dot
005089,005089,,,=== Point of Interest ===,,Dot
005090,005090,,,=== Intersection ===,,Dot
005091,005091,,,=== Intersection ===,,Dot
005092,005092,,,=== Intersection ===,,Dot
005093,005093,,,=== Intersection ===,,Dot
005096,005096,,,=== Point of Interest ===,,Dot
005097,005097,,,=== Point of Interest ===,,Dot
005098,005098,,,=== Point of Interest ===,,Dot
005099,005099,,,=== City ===,,Dot
005100,005100,,,=== Intersection ===,,Dot
005101,005101,,,=== City ===,,Dot
005102,005102,,,=== City ===,,Dot
005104,005104,,,=== Point of Interest ===,,Dot
005105,005105,,,=== Point of Interest ===,,Dot
005106,005106,,,=== Point of Interest ===,,Dot
005107,005107,,,=== Intersection ===,,Dot
005108,005108,,,=== Intersection ===,,Dot
005109,005109,,,=== Intersection ===,,Dot
005110,005110,,,=== Intersection ===,,Dot
005112,005112,,,=== Point of Interest ===,,Dot
005113,005113,,,=== Point of Interest ===,,Dot
005114,005114,,,=== Point of Interest ===,,Dot
005115,005115,,,=== Point of Interest ===,,Dot
005116,005116,41.105862,-90.942780,Pope Creek,Pope Creek,Dot
005117,005117,,,=== City ===,,Dot
005118,005118,,,=== City ===,,Dot
005119,005119,,,=== City ===,,Dot
005120,005120,,,=== City ===,,Dot
005122,005122,,,=== Point of Interest ===,,Dot
005123,005123,,,=== Point of Interest ===,,Dot
005124,005124,,,=== Point of Interest ===,,Dot
005125,005125,,,=== Intersection ===,,Dot
005126,005126,,,=== Intersection ===,,Dot
005127,005127,,,=== Intersection ===,,Dot
005128,005128,,,=== Intersection ===,,Dot
005133,005133,,,=== Point of Interest ===,,Dot
005134,005134,,,=== Point of Interest ===,,Dot
005135,005135,,,=== Point of Interest ===,,Dot
005136,005136,,,=== City ===,,Dot
005137,005137,,,=== Intersection ===,,Dot
005138,005138,,,=== City ===,,Dot
005139,005139,,,=== City ===,,Dot
005141,005141,,,=== Point of Interest ===,,Dot
005142,005142,,,=== Point of Interest ===,,Dot
005143,005143,,,=== Point of Interest ===,,Dot
005144,005144,,,=== Intersection ===,,Dot
005145,005145,,,=== Intersection ===,,Dot
005146,005146,,,=== Intersection ===,,Dot
005147,005147,,,=== Intersection ===,,Dot
005149,005149,,,=== Point of Interest ===,,Dot
005150,005150,,,=== Point of Interest ===,,Dot
005151,005151,,,=== Point of Interest ===,,Dot
005152,005152,,,=== City ===,,Dot
005153,005153,,,=== City ===,,Dot
005154,005154,,,=== City ===,,Dot
005155,005155,,,=== City ===,,Dot
005157,005157,,,=== Point of Interest ===,,Dot
005158,005158,,,=== Point of Interest ===,,Dot
005159,005159,,,=== Point of Interest ===,,Dot
005160,005160,,,=== Intersection ===,,Dot
005161,005161,,,=== Intersection ===,,Dot
005162,005162,,,=== Intersection ===,,Dot
005163,005163,,,=== Intersection ===,,Dot
005167,005167,,,=== Point of Interest ===,,Dot
005168,005168,,,=== Point of Interest ===,,Dot
005169,005169,,,=== Point of Interest ===,,Dot
005170,005170,,,=== City ===,,Dot
005171,005171,,,=== Intersection ===,,Dot
005172,005172,,,=== City ===,,Dot
005173,005173,,,=== City ===,,Dot
005175,005175,,,=== Point of Interest ===,,Dot
005176,005176,,,=== Point of Interest ===,,Dot
005177,005177,,,=== Point of Interest ===,,Dot
005178,005178,,,=== Point of Interest ===,,Dot
005179,005179,40.892954,-90.950860,Henderson Creek,Henderson Creek,Dot
005180,005180,,,=== Intersection ===,,Dot
005181,005181,,,=== Intersection ===,,Dot
005182,005182,,,=== Intersection ===,,Dot
005183,005183,,,=== Intersection ===,,Dot
005187,005187,,,=== Point of Interest ===,,Dot
005188,005188,,,=== Point of Interest ===,,Dot
005189,005189,,,=== Point of Interest ===,,Dot
005190,005190,,,=== Point of Interest ===,,Dot
005191,005191,40.868875,-90.953306,South Henderson Creek,South Henderson Creek,Dot
005192,005192,,,=== Intersection ===,,Dot
005193,005193,,,=== Intersection ===,,Dot
005194,005194,,,=== Intersection ===,,Dot
005195,005195,,,=== Intersection ===,,Dot
005199,005199,,,=== Point of Interest ===,,Dot
005200,005200,,,=== Point of Interest ===,,Dot
005201,005201,,,=== Point of Interest ===,,Dot
005202,005202,,,=== City ===,,Dot
005203,005203,,,=== Intersection ===,,Dot
005204,005204,,,=== City ===,,Dot
005205,005205,,,=== City ===,,Dot
005207,005207,,,=== Point of Interest ===,,Dot
005208,005208,,,=== Point of Interest ===,,Dot
005209,005209,,,=== Point of Interest ===,,Dot
005210,005210,,,=== Intersection ===,,Dot
005211,005211,,,=== Intersection ===,,Dot
005212,005212,,,=== Intersection ===,,Dot
005213,005213,,,=== Intersection ===,,Dot
005219,005219,,,=== Point of Interest ===,,Dot
005220,005220,,,=== Point of Interest ===,,Dot
005221,005221,,,=== Point of Interest ===,,Dot
005222,005222,,,=== Point of Interest ===,,Dot
005223,005223,40.813384,-91.100299,Cross Under US Route 34,Cross Under US Route 34,Dot
005224,005224,,,=== City ===,,Dot
005225,005225,,,=== City ===,,Dot
005226,005226,,,=== City ===,,Dot
005227,005227,,,=== City ===,,Dot
005229,005229,,,=== Point of Interest ===,,Dot
005230,005230,,,=== Point of Interest ===,,Dot
005231,005231,,,=== Intersection ===,,Dot
005232,005232,,,=== City ===,,Dot
005233,005233,,,=== City ===,,Dot
005235,005235,,,=== Point of Interest ===,,Dot
005236,005236,,,=== Point of Interest ===,,Dot
005237,005237,,,=== Point of Interest ===,,Dot
005238,005238,,,=== Point of Interest ===,,Dot
005239,005239,40.812400,-91.097940,Merge onto US Rte 34,Merge onto US Rte 34,Dot
005240,005240,,,=== Intersection ===,,Dot
005241,005241,,,=== Intersection ===,,Dot
005242,005242,,,=== Intersection ===,,Dot
005243,005243,,,=== Intersection ===,,Dot
005245,005245,,,=== Point of Interest ===,,Dot
005246,005246,,,=== Point of Interest ===,,Dot
005247,005247,,,=== Point of Interest ===,,Dot
005248,005248,,,=== Point of Interest ===,,Dot
005249,005249,40.771248,-91.056674,Ellison Creek,Ellison Creek,Dot
005250,005250,40.714212,-91.070014,Honey Creek,Honey Creek,Dot
005251,005251,,,=== City ===,,Dot
005252,005252,,,=== Intersection ===,,Dot
005253,005253,,,=== City ===,,Dot
005254,005254,,,=== City ===,,Dot
005256,005256,,,=== Point of Interest ===,,Dot
005257,005257,,,=== Point of Interest ===,,Dot
005258,005258,,,=== City ===,,Dot
005259,005259,,,=== City ===,,Dot
005260,005260,,,=== City ===,,Dot
005262,005262,,,=== Point of Interest ===,,Dot
005263,005263,,,=== Point of Interest ===,,Dot
005264,005264,,,=== Point of Interest ===,,Dot
005265,005265,,,=== Intersection ===,,Dot
005266,005266,,,=== Intersection ===,,Dot
005267,005267,,,=== Intersection ===,,Dot
005268,005268,,,=== Intersection ===,,Dot
005273,005273,,,=== Point of Interest ===,,Dot
005274,005274,,,=== Point of Interest ===,,Dot
005275,005275,,,=== Point of Interest ===,,Dot
005276,005276,,,=== City ===,,Dot
005277,005277,,,=== Intersection ===,,Dot
005278,005278,,,=== City ===,,Dot
005279,005279,,,=== City ===,,Dot
005281,005281,,,=== Point of Interest ===,,Dot
005282,005282,,,=== Point of Interest ===,,Dot
005283,005283,,,=== Point of Interest ===,,Dot
005284,005284,,,=== Point of Interest ===,,Dot
005285,005285,40.624391,-91.208405,Opossum Creek,Opossum Creek,Dot
005286,005286,,,=== City ===,,Dot
005287,005287,,,=== City ===,,Dot
005288,005288,,,=== City ===,,Dot
005290,005290,,,=== Point of Interest ===,,Dot
005291,005291,,,=== Point of Interest ===,,Dot
005292,005292,,,=== Intersection ===,,Dot
005293,005293,,,=== City ===,,Dot
005294,005294,,,=== City ===,,Dot
005296,005296,,,=== Point of Interest ===,,Dot
005297,005297,,,=== Point of Interest ===,,Dot
005298,005298,,,=== City ===,,Dot
005299,005299,,,=== City ===,,Dot
005300,005300,,,=== City ===,,Dot
005302,005302,,,=== Point of Interest ===,,Dot
005303,005303,,,=== Point of Interest ===,,Dot
005304,005304,,,=== Point of Interest ===,,Dot
005305,005305,,,=== Intersection ===,,Dot
005306,005306,,,=== Intersection ===,,Dot
005307,005307,,,=== Intersection ===,,Dot
005308,005308,,,=== Intersection ===,,Dot
005321,005321,,,=== Point of Interest ===,,Dot
005322,005322,,,=== Point of Interest ===,,Dot
